sample,elapsed_s,mark,calibratorCalibrated,ikCalibrated,trackingAssigned,mappingCalibrated,simulatedInput,dataSource,leftAvailable,rightAvailable,leftFallback,rightFallback,leftValgus_deg,rightValgus_deg,leftFlex_deg,rightFlex_deg,swayRMS_mm,swayVelocity_mps,symmetry_pct,leftReach_pct,rightReach_pct,pelvis_x,pelvis_y,pelvis_z,leftKnee_x,leftKnee_y,leftKnee_z,rightKnee_x,rightKnee_y,rightKnee_z,leftAnkle_x,leftAnkle_y,leftAnkle_z,rightAnkle_x,rightAnkle_y,rightAnkle_z
884,97.925,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.138,-0.484,10.653,14.050,24.114,0.094,27.497,0.404,0.000,1.606,0.117,2.053,1.700,-0.411,2.021,1.510,-0.409,2.004,1.685,-0.873,2.067,1.514,-0.870,2.062
885,98.035,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.661,-0.436,4.004,4.031,25.452,0.094,0.682,0.000,2.096,1.602,0.135,2.066,1.702,-0.393,2.028,1.507,-0.394,2.034,1.698,-0.857,2.014,1.513,-0.857,2.029
886,98.146,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.978,-0.741,2.500,2.794,27.718,0.090,11.114,0.000,2.659,1.602,0.137,2.074,1.704,-0.390,2.029,1.506,-0.391,2.036,1.700,-0.853,1.995,1.513,-0.855,2.015
887,98.258,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.030,-0.698,2.970,3.145,30.738,0.071,5.737,0.000,2.491,1.601,0.138,2.082,1.704,-0.389,2.033,1.506,-0.390,2.040,1.700,-0.852,1.999,1.514,-0.853,2.018
888,98.370,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.115,-0.951,3.313,9.353,34.354,0.057,95.387,0.189,0.000,1.598,0.130,2.091,1.703,-0.396,2.038,1.505,-0.392,2.008,1.700,-0.859,2.002,1.516,-0.856,1.995
889,98.480,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.271,-1.019,5.149,11.325,37.791,0.087,74.976,0.362,0.000,1.594,0.126,2.098,1.702,-0.398,2.033,1.504,-0.392,2.000,1.702,-0.860,1.999,1.518,-0.856,1.988
890,98.582,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.349,-0.939,5.804,11.981,40.806,0.061,69.460,0.000,0.024,1.590,0.125,2.104,1.701,-0.398,2.034,1.504,-0.392,2.001,1.703,-0.861,2.000,1.519,-0.856,1.992
891,98.693,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.401,-0.940,6.965,12.766,43.354,0.034,58.806,0.000,0.210,1.587,0.124,2.109,1.701,-0.398,2.032,1.503,-0.393,2.002,1.703,-0.861,2.001,1.520,-0.857,1.995
892,98.803,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.410,-0.993,9.099,14.105,45.249,0.027,43.144,0.000,0.492,1.586,0.121,2.114,1.700,-0.399,2.024,1.502,-0.394,2.000,1.704,-0.862,1.998,1.520,-0.858,1.996
893,98.915,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.371,-1.116,10.915,15.334,47.215,0.004,33.666,0.000,0.487,1.586,0.117,2.116,1.700,-0.400,2.015,1.500,-0.395,1.997,1.704,-0.863,1.995,1.519,-0.859,1.996
894,99.026,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.363,-1.251,12.647,16.619,48.433,0.019,27.140,0.000,0.365,1.586,0.114,2.115,1.699,-0.401,2.005,1.498,-0.397,1.992,1.703,-0.865,1.991,1.518,-0.860,1.995
895,99.137,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.477,-1.277,14.103,17.680,48.741,0.048,22.509,0.000,0.363,1.585,0.112,2.112,1.698,-0.402,1.996,1.497,-0.398,1.986,1.702,-0.866,1.989,1.518,-0.862,1.993
896,99.249,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.544,-1.175,14.268,17.827,47.932,0.053,22.176,0.000,0.278,1.582,0.111,2.107,1.697,-0.404,1.995,1.495,-0.400,1.984,1.702,-0.868,1.992,1.517,-0.863,1.996
897,99.360,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.663,-1.029,14.408,17.755,44.687,0.054,20.812,0.246,0.000,1.580,0.111,2.102,1.696,-0.405,1.996,1.495,-0.401,1.983,1.700,-0.869,2.000,1.516,-0.864,1.999
898,99.473,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.862,-0.903,14.983,17.897,38.929,0.054,17.724,0.987,0.000,1.580,0.111,2.096,1.695,-0.407,1.995,1.495,-0.402,1.980,1.697,-0.870,2.010,1.515,-0.865,2.001
899,99.583,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.085,-0.829,16.242,18.649,31.969,0.055,13.795,1.615,0.000,1.580,0.109,2.091,1.694,-0.409,1.993,1.495,-0.405,1.978,1.694,-0.872,2.021,1.514,-0.867,2.007
900,99.695,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.150,-0.752,16.460,18.434,25.718,0.057,11.313,1.318,0.000,1.581,0.109,2.085,1.694,-0.410,1.992,1.495,-0.406,1.979,1.692,-0.873,2.025,1.514,-0.869,2.014
901,99.805,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.104,-0.743,15.986,17.990,20.956,0.057,11.795,1.001,0.000,1.583,0.110,2.079,1.694,-0.410,1.992,1.496,-0.407,1.980,1.691,-0.873,2.027,1.513,-0.869,2.019
902,99.917,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.067,-0.736,15.833,17.856,17.875,0.055,12.012,0.905,0.000,1.584,0.110,2.073,1.695,-0.411,1.990,1.496,-0.408,1.979,1.691,-0.873,2.029,1.512,-0.870,2.021
903,100.039,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.022,-0.675,15.608,17.740,16.703,0.065,12.787,0.880,0.000,1.585,0.111,2.066,1.695,-0.412,1.988,1.497,-0.409,1.977,1.691,-0.874,2.030,1.512,-0.870,2.022
904,100.151,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.011,-0.580,14.676,16.932,17.255,0.067,14.277,0.957,0.000,1.585,0.112,2.059,1.695,-0.412,1.991,1.497,-0.409,1.978,1.690,-0.873,2.035,1.512,-0.870,2.026
905,100.274,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.022,-0.497,13.909,16.302,19.303,0.065,15.840,0.723,0.000,1.585,0.114,2.052,1.695,-0.411,1.991,1.498,-0.409,1.978,1.690,-0.873,2.036,1.512,-0.870,2.028
906,100.386,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.992,-0.410,12.354,14.972,21.657,0.060,19.162,0.634,0.000,1.585,0.116,2.046,1.695,-0.410,1.996,1.499,-0.408,1.981,1.690,-0.872,2.039,1.513,-0.869,2.031
907,100.507,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.969,-0.347,11.568,14.391,24.582,0.029,21.747,0.535,0.000,1.584,0.117,2.040,1.694,-0.410,1.997,1.499,-0.408,1.981,1.690,-0.872,2.040,1.513,-0.869,2.033
908,100.619,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.999,-0.370,12.343,14.920,26.603,0.022,18.905,0.204,0.000,1.584,0.116,2.036,1.695,-0.410,1.988,1.499,-0.409,1.975,1.690,-0.872,2.033,1.513,-0.869,2.029
909,100.720,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.001,-0.352,12.332,14.708,27.967,0.054,17.574,0.254,0.000,1.583,0.116,2.033,1.695,-0.410,1.986,1.499,-0.409,1.973,1.691,-0.872,2.031,1.513,-0.869,2.026
910,100.830,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.040,-0.356,12.889,15.079,28.525,0.021,15.661,0.145,0.000,1.582,0.115,2.031,1.695,-0.411,1.982,1.498,-0.409,1.969,1.692,-0.873,2.028,1.513,-0.870,2.023
911,100.942,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.103,-0.357,13.712,15.718,28.294,0.008,13.638,0.000,0.042,1.581,0.114,2.031,1.695,-0.412,1.978,1.498,-0.410,1.966,1.692,-0.873,2.026,1.513,-0.871,2.023
912,101.043,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.148,-0.384,14.608,16.504,27.391,0.003,12.189,0.000,0.224,1.581,0.112,2.031,1.695,-0.413,1.973,1.498,-0.411,1.962,1.692,-0.874,2.024,1.513,-0.871,2.022
913,101.154,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.182,-0.379,15.128,17.045,25.999,0.019,11.921,0.000,0.380,1.581,0.111,2.032,1.695,-0.413,1.970,1.498,-0.412,1.961,1.692,-0.874,2.023,1.513,-0.872,2.022
914,101.276,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.266,-0.350,15.545,17.479,23.859,0.017,11.718,0.000,0.582,1.579,0.110,2.033,1.695,-0.414,1.969,1.497,-0.413,1.960,1.692,-0.875,2.022,1.513,-0.872,2.023
915,101.387,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.336,-0.273,15.816,17.727,21.786,0.023,11.396,0.000,0.650,1.577,0.110,2.035,1.694,-0.414,1.969,1.497,-0.413,1.961,1.692,-0.875,2.023,1.513,-0.872,2.024
916,101.489,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.436,-0.108,15.677,17.646,19.555,0.035,11.817,0.000,0.929,1.573,0.111,2.037,1.693,-0.413,1.972,1.496,-0.412,1.965,1.692,-0.874,2.026,1.513,-0.872,2.030
917,101.599,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.887,0.230,17.069,17.876,17.352,0.128,4.619,0.000,0.813,1.564,0.110,2.041,1.690,-0.413,1.972,1.493,-0.412,1.968,1.692,-0.873,2.031,1.514,-0.871,2.035
918,101.700,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.513,0.538,20.922,16.893,16.083,0.236,21.307,0.962,0.000,1.547,0.110,2.047,1.727,-0.408,1.979,1.488,-0.412,1.975,1.719,-0.867,2.048,1.519,-0.871,2.034
919,101.810,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-20.071,0.523,33.709,14.930,17.545,0.182,77.217,2.909,0.000,1.524,0.109,2.052,1.758,-0.391,1.955,1.483,-0.412,1.978,1.723,-0.842,2.059,1.529,-0.872,2.022
920,101.922,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-29.206,1.017,38.637,6.433,22.634,0.150,142.906,0.000,7.105,1.501,0.119,2.055,1.788,-0.360,1.946,1.475,-0.406,2.028,1.730,-0.817,2.007,1.533,-0.866,2.053
921,102.023,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-23.828,1.427,27.995,13.827,28.403,0.129,67.750,0.000,12.659,1.491,0.109,2.063,1.769,-0.374,1.956,1.475,-0.410,1.990,1.752,-0.837,1.937,1.532,-0.869,2.030
922,102.135,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.810,1.374,8.200,15.653,33.619,0.057,62.488,0.000,19.866,1.489,0.105,2.064,1.682,-0.396,1.947,1.477,-0.411,1.981,1.742,-0.850,1.868,1.535,-0.870,2.026
923,102.246,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.290,1.128,11.683,17.694,37.117,0.054,40.921,0.000,18.016,1.493,0.102,2.068,1.683,-0.398,1.942,1.479,-0.412,1.974,1.726,-0.856,1.879,1.537,-0.871,2.025
924,102.367,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-13.009,1.312,14.065,18.717,40.351,0.067,28.382,0.000,16.304,1.493,0.101,2.074,1.728,-0.397,1.974,1.477,-0.413,1.976,1.760,-0.854,1.900,1.533,-0.871,2.029
925,102.479,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.957,1.167,12.201,19.049,42.236,0.050,43.830,0.000,18.291,1.494,0.100,2.079,1.684,-0.397,1.941,1.476,-0.413,1.978,1.732,-0.854,1.877,1.534,-0.871,2.030
926,102.591,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-13.060,1.154,14.350,18.810,43.527,0.067,26.896,0.000,16.552,1.493,0.100,2.085,1.729,-0.395,1.975,1.475,-0.413,1.984,1.762,-0.852,1.899,1.534,-0.871,2.034
927,102.713,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-14.732,1.154,18.822,19.322,44.633,0.078,2.622,0.000,14.568,1.490,0.098,2.094,1.733,-0.391,1.968,1.475,-0.413,1.985,1.757,-0.851,1.917,1.535,-0.871,2.031
928,102.824,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-22.460,1.268,35.961,15.040,45.096,0.088,82.041,0.000,6.463,1.490,0.106,2.099,1.740,-0.372,1.949,1.474,-0.409,2.008,1.699,-0.832,1.996,1.534,-0.869,2.039
929,102.936,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-22.002,1.317,43.392,17.817,44.748,0.127,83.566,2.210,0.000,1.501,0.102,2.106,1.728,-0.375,1.937,1.476,-0.408,1.989,1.667,-0.823,2.044,1.528,-0.869,2.013
930,103.036,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.937,1.065,32.181,15.980,43.291,0.168,67.278,5.021,0.000,1.518,0.108,2.104,1.683,-0.396,1.975,1.479,-0.406,1.999,1.644,-0.849,2.071,1.524,-0.867,2.019
931,103.147,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.444,-0.163,21.850,19.141,41.302,0.200,13.221,7.792,0.000,1.549,0.103,2.104,1.652,-0.416,2.010,1.487,-0.407,1.983,1.620,-0.873,2.082,1.523,-0.869,2.009
932,103.260,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.847,-0.718,19.433,21.486,40.324,0.152,10.038,4.230,0.000,1.577,0.103,2.104,1.673,-0.416,2.008,1.494,-0.407,1.979,1.624,-0.875,2.058,1.515,-0.869,2.019
933,103.381,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.739,-8.732,17.911,34.622,41.916,0.185,63.622,0.000,4.517,1.607,0.099,2.109,1.657,-0.415,2.002,1.473,-0.403,1.963,1.597,-0.875,2.035,1.508,-0.852,2.077
934,103.493,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.713,-20.768,14.851,48.049,46.355,0.173,105.557,0.000,1.437,1.630,0.101,2.116,1.668,-0.412,2.010,1.431,-0.365,1.907,1.595,-0.871,2.019,1.488,-0.808,2.034
935,103.594,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.133,-26.795,12.393,50.132,52.696,0.156,120.717,2.329,0.000,1.646,0.105,2.120,1.679,-0.408,2.012,1.408,-0.336,1.887,1.606,-0.866,2.000,1.467,-0.788,1.981
936,103.704,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.165,-22.997,9.744,40.751,59.763,0.059,122.813,9.088,0.000,1.655,0.109,2.122,1.684,-0.406,2.026,1.410,-0.333,1.891,1.606,-0.864,2.004,1.429,-0.795,1.921
937,103.806,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.999,-15.439,9.464,24.993,65.648,0.012,90.132,17.710,0.000,1.655,0.105,2.126,1.682,-0.410,2.033,1.417,-0.348,1.909,1.603,-0.868,2.012,1.383,-0.806,1.845
938,103.916,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.708,-2.698,12.664,15.566,69.576,0.032,20.555,26.521,0.000,1.655,0.097,2.126,1.680,-0.414,2.020,1.471,-0.356,1.889,1.599,-0.872,2.010,1.395,-0.797,1.762
939,104.039,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.627,-3.035,12.364,14.661,72.038,0.064,17.000,26.721,0.000,1.658,0.097,2.127,1.677,-0.415,2.024,1.469,-0.360,1.898,1.594,-0.873,2.018,1.394,-0.801,1.771
940,104.151,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.573,-3.111,12.037,14.666,73.035,0.049,19.692,27.719,0.000,1.660,0.098,2.128,1.678,-0.415,2.031,1.470,-0.359,1.900,1.594,-0.873,2.028,1.396,-0.800,1.772
941,104.262,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.788,-3.459,10.944,15.073,73.097,0.040,31.739,25.197,0.000,1.663,0.099,2.131,1.679,-0.414,2.038,1.473,-0.363,1.912,1.593,-0.872,2.030,1.402,-0.808,1.798
942,104.383,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.949,-13.126,9.929,32.433,71.854,0.020,106.247,12.158,0.000,1.664,0.101,2.134,1.681,-0.413,2.041,1.446,-0.353,1.914,1.594,-0.870,2.026,1.422,-0.817,1.917
943,104.496,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.717,-15.546,7.758,54.593,69.477,0.036,150.230,0.000,1.870,1.662,0.105,2.133,1.681,-0.412,2.054,1.462,-0.342,1.896,1.599,-0.869,2.036,1.485,-0.778,2.056
944,104.607,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.409,-8.447,6.290,61.589,65.344,0.058,162.934,0.000,11.099,1.658,0.108,2.131,1.679,-0.412,2.065,1.500,-0.355,1.908,1.602,-0.870,2.049,1.527,-0.754,2.143
945,104.730,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.712,2.433,8.267,47.231,57.350,0.109,140.416,0.000,9.681,1.646,0.108,2.126,1.674,-0.413,2.054,1.533,-0.383,1.952,1.602,-0.872,2.051,1.523,-0.808,2.139
946,104.840,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.330,4.657,9.687,27.185,48.443,0.230,94.909,0.000,1.833,1.627,0.108,2.118,1.666,-0.414,2.048,1.540,-0.402,1.995,1.601,-0.874,2.056,1.524,-0.858,2.077
947,104.951,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.469,4.588,9.094,19.822,38.915,0.240,74.198,0.431,0.000,1.604,0.112,2.112,1.658,-0.413,2.053,1.537,-0.405,2.015,1.607,-0.874,2.065,1.536,-0.866,2.064
948,105.053,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.473,0.130,11.557,16.078,31.924,0.246,32.721,1.780,0.000,1.579,0.112,2.108,1.650,-0.412,2.039,1.505,-0.407,2.018,1.614,-0.875,2.061,1.531,-0.869,2.048
949,105.164,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.463,-0.522,18.563,14.776,32.141,0.309,22.719,4.944,0.000,1.548,0.108,2.102,1.662,-0.413,2.015,1.494,-0.409,2.006,1.635,-0.873,2.067,1.543,-0.870,2.021
950,105.274,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.927,-0.082,21.768,10.514,38.574,0.074,69.723,3.019,0.000,1.528,0.114,2.098,1.653,-0.404,2.002,1.487,-0.407,2.029,1.631,-0.862,2.068,1.544,-0.868,2.039
951,105.386,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.558,0.387,23.578,12.911,46.718,0.078,58.463,1.977,0.000,1.514,0.110,2.097,1.653,-0.404,1.986,1.481,-0.408,2.014,1.632,-0.863,2.050,1.541,-0.868,2.030
952,105.497,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.096,0.527,20.851,13.495,54.310,0.059,42.831,1.989,0.000,1.508,0.109,2.091,1.657,-0.408,1.997,1.478,-0.408,2.009,1.633,-0.868,2.049,1.540,-0.868,2.029
953,105.609,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.855,0.757,19.528,14.825,60.078,0.084,27.384,2.189,0.000,1.509,0.108,2.086,1.661,-0.411,2.003,1.478,-0.409,2.000,1.633,-0.872,2.050,1.536,-0.869,2.028
954,105.709,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.081,0.893,17.804,14.523,63.959,0.055,20.296,2.497,0.000,1.514,0.110,2.080,1.658,-0.412,2.011,1.480,-0.409,1.999,1.628,-0.873,2.057,1.534,-0.869,2.031
955,105.821,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.219,0.815,15.954,14.215,66.176,0.119,11.527,2.424,0.000,1.524,0.112,2.075,1.658,-0.412,2.017,1.484,-0.408,1.998,1.624,-0.873,2.058,1.531,-0.869,2.032
956,105.943,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.127,0.481,12.312,14.156,66.763,0.263,13.934,2.572,0.000,1.543,0.115,2.070,1.630,-0.411,2.020,1.491,-0.406,1.996,1.599,-0.873,2.058,1.528,-0.868,2.031
957,106.054,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.688,0.303,7.863,14.686,65.600,0.240,60.512,2.751,0.000,1.566,0.118,2.067,1.637,-0.410,2.042,1.499,-0.405,1.997,1.595,-0.872,2.070,1.523,-0.867,2.042
958,106.155,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.596,1.711,7.490,18.432,63.335,0.189,84.426,0.000,1.277,1.588,0.120,2.067,1.645,-0.407,2.042,1.516,-0.404,2.001,1.590,-0.868,2.068,1.523,-0.861,2.078
959,106.266,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.626,1.267,7.905,35.659,60.443,0.186,127.420,0.658,0.000,1.612,0.120,2.068,1.653,-0.407,2.043,1.521,-0.387,1.928,1.584,-0.865,2.074,1.513,-0.829,2.067
960,106.377,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.176,4.099,9.614,43.005,57.453,0.148,126.918,10.299,0.000,1.627,0.115,2.070,1.668,-0.411,2.050,1.548,-0.365,1.868,1.585,-0.867,2.095,1.530,-0.810,1.998
961,106.478,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.017,5.627,10.920,40.219,55.380,0.116,114.586,22.128,0.000,1.638,0.108,2.070,1.669,-0.417,2.052,1.566,-0.353,1.834,1.579,-0.870,2.111,1.545,-0.812,1.904
962,106.589,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.290,4.874,24.694,32.189,53.622,0.059,26.354,37.539,0.000,1.648,0.081,2.069,1.688,-0.438,1.992,1.573,-0.355,1.795,1.579,-0.878,2.099,1.554,-0.817,1.755
963,106.689,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.977,5.033,37.959,27.923,53.122,0.047,30.466,50.131,0.000,1.654,0.041,2.070,1.694,-0.463,1.934,1.577,-0.367,1.760,1.578,-0.888,2.088,1.557,-0.815,1.643
964,106.801,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.335,3.814,51.941,16.565,54.137,0.053,103.277,66.468,0.000,1.658,-0.007,2.067,1.694,-0.493,1.886,1.571,-0.409,1.751,1.571,-0.889,2.102,1.551,-0.822,1.540
965,106.912,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.575,6.487,63.698,15.316,56.212,0.056,122.466,85.057,0.000,1.653,-0.062,2.066,1.664,-0.522,1.843,1.579,-0.416,1.702,1.569,-0.896,2.103,1.555,-0.786,1.424
966,107.035,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,7.160,8.491,71.523,17.054,58.861,0.104,122.987,93.368,0.000,1.649,-0.095,2.060,1.650,-0.540,1.817,1.582,-0.432,1.683,1.570,-0.894,2.109,1.554,-0.795,1.395
967,107.135,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,14.078,8.145,74.267,19.221,59.831,0.149,117.761,92.059,0.000,1.636,-0.111,2.058,1.635,-0.548,1.807,1.577,-0.452,1.680,1.573,-0.900,2.104,1.548,-0.827,1.408
968,107.257,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,9.926,9.415,70.821,18.675,58.524,0.097,116.532,90.013,0.000,1.627,-0.101,2.064,1.643,-0.542,1.814,1.575,-0.434,1.681,1.567,-0.908,2.091,1.549,-0.800,1.397
969,107.370,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,6.781,8.869,62.268,17.812,55.407,0.033,111.028,80.536,0.000,1.620,-0.058,2.067,1.645,-0.517,1.843,1.576,-0.413,1.703,1.573,-0.906,2.088,1.566,-0.793,1.438
970,107.493,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,5.001,8.632,48.766,17.351,49.769,0.108,95.026,63.504,0.000,1.611,0.000,2.066,1.639,-0.483,1.883,1.566,-0.399,1.746,1.581,-0.903,2.073,1.557,-0.809,1.529
971,107.603,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.571,15.757,34.644,34.525,43.965,0.119,0.344,43.097,0.000,1.602,0.050,2.062,1.637,-0.454,1.926,1.580,-0.356,1.756,1.587,-0.896,2.061,1.545,-0.811,1.674
972,107.726,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,0.625,17.185,21.853,46.961,36.662,0.132,72.972,16.445,0.000,1.588,0.085,2.051,1.637,-0.434,1.966,1.563,-0.367,1.807,1.594,-0.888,2.053,1.509,-0.818,1.902
973,107.836,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.255,13.588,9.608,41.399,32.519,0.185,124.656,0.678,0.000,1.566,0.108,2.036,1.635,-0.420,2.005,1.526,-0.391,1.884,1.603,-0.881,2.046,1.478,-0.827,2.039
974,107.947,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.339,6.499,8.349,23.381,33.307,0.366,94.753,0.000,1.573,1.538,0.112,2.022,1.626,-0.418,2.006,1.484,-0.411,1.955,1.614,-0.880,2.050,1.473,-0.862,2.062
975,108.048,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.318,0.721,8.434,13.014,40.097,0.272,42.708,0.445,0.000,1.509,0.114,2.017,1.618,-0.416,2.012,1.444,-0.414,1.988,1.624,-0.876,2.067,1.466,-0.872,2.058
976,108.159,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.167,0.333,13.467,12.317,49.458,0.180,8.924,0.550,0.000,1.488,0.109,2.013,1.616,-0.418,1.983,1.435,-0.417,1.977,1.631,-0.877,2.050,1.472,-0.876,2.037
977,108.271,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.740,0.571,13.499,11.801,58.538,0.096,13.418,0.000,0.602,1.476,0.110,2.008,1.614,-0.417,1.981,1.432,-0.416,1.979,1.633,-0.875,2.049,1.474,-0.874,2.044
978,108.394,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.103,0.728,14.443,13.131,67.043,0.039,9.519,0.000,0.706,1.472,0.110,2.004,1.614,-0.417,1.976,1.432,-0.416,1.971,1.632,-0.874,2.049,1.475,-0.873,2.042
979,108.504,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.977,0.789,13.050,12.382,71.452,0.063,5.258,0.000,0.755,1.476,0.115,2.000,1.615,-0.412,1.980,1.433,-0.411,1.973,1.631,-0.870,2.050,1.473,-0.868,2.044
980,108.605,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.916,0.872,11.153,11.067,73.446,0.066,0.778,0.000,1.057,1.482,0.122,1.999,1.616,-0.406,1.987,1.434,-0.405,1.981,1.630,-0.866,2.050,1.470,-0.863,2.049
